empresa,anio_iso,semana_iso,invest_GADS,invest_META,impressions_GADS,impressions_META,clicks_GADS,clicks_META,conversions_GADS,conversions_META,revenue_GADS,revenue_META,sessions_GA,add_to_carts_GA,checkouts_GA,transactions_GA,transactions_GADS,transactions_META,reach_GA,user_engagement_duration_GA,bounce_rate_GA,Estacion,invest_total_paid,Fecha,evt_Black Friday,evt_Carnaval,evt_Cyber Monday,evt_Dia de la Madre,evt_Dia del Padre,evt_Hot Sale,evt_Navidad,evt_San Valentin,evt_Semana Santa,evento_especial,periodo_m,IPC Prendas de vestir y calzado,Tasa de desocupación abierta,Tasa de empleo,Variación IPC (%) General,IPC General Acumulado,Total índice de salarios,Salario real,Índice de Confianza del Consumidor,Índice Estimador Mensual de Actividad Económica,Variación Estimador Mensual de Actividad Económica,Índice Ventas en Supermercados y Shoppings,Variación Ventas en Supermercados y Shoppings,Brecha Cambiaria (%),industria,Costo_fijo_num,Ticket_promedio_num,Margen_pct,ctr_META,cpc_META,cpm_META,ctr_GADS,cpc_GADS,cpm_GADS,average_sessions_durations_GA,ticket_est_m,first_monday,tc_prom_mes,ticket_usd
ALMACÉN DE PIJAMAS,2023,40,,29.378212765957446,0.0,39537.0,0.0,1178.0,0.0,9.0,,380.41781914893613,1730.0,54.0,48.0,0.0,0.0,9.0,1616.0,5607.0,2.83,Primavera,29.378212765957446,2023-10-02,0,0,0,0,0,0,0,0,0,Ninguno,2023-10-01,11.0,5.7,45.8,8.3,11687.94,1978.4,16.93,45.11,148.3,-0.8,100.2,8.5,167.74,Indumentaria,7000000.0,89828.37,0.7,0.029794875686066216,0.02493906007296897,0.7430561946014479,,,,3.241040462427746,33790.734471968186,2023-10-02,930.1129032258065,36.32971261314144
ALMACÉN DE PIJAMAS,2023,41,,22.692304804031355,0.0,28221.0,0.0,437.0,0.0,4.0,,136.11103807390816,1189.0,46.0,74.0,0.0,0.0,4.0,1084.0,5614.0,2.79,Primavera,22.692304804031355,2023-10-09,0,0,0,1,0,0,0,0,0,Dia de la Madre,2023-10-01,11.0,5.7,45.8,8.3,11687.94,1978.4,16.93,45.11,148.3,-0.8,100.2,8.5,167.74,Indumentaria,7000000.0,89828.37,0.7,0.015484922575387123,0.05192747094744017,0.8040928671567753,,,,4.72161480235492,33790.734471968186,2023-10-09,930.1129032258065,36.32971261314144
ALMACÉN DE PIJAMAS,2023,42,,22.10361052631579,0.0,32704.0,0.0,560.0,0.0,4.0,,117.65073684210526,1193.0,72.0,38.0,0.0,0.0,4.0,1114.0,4561.0,2.67,Primavera,22.10361052631579,2023-10-16,0,0,0,0,0,0,0,0,0,Ninguno,2023-10-01,11.0,5.7,45.8,8.3,11687.94,1978.4,16.93,45.11,148.3,-0.8,100.2,8.5,167.74,Indumentaria,7000000.0,89828.37,0.7,0.017123287671232876,0.039470733082706766,0.6758687171696365,,,,3.823134953897737,33790.734471968186,2023-10-16,930.1129032258065,36.32971261314144
ALMACÉN DE PIJAMAS,2023,43,,22.131536842105263,0.0,32838.0,0.0,529.0,0.0,4.0,,136.81975789473682,1097.0,49.0,43.0,0.0,0.0,4.0,1024.0,3483.0,2.79,Primavera,22.131536842105263,2023-10-23,0,0,0,0,0,0,0,0,0,Ninguno,2023-10-01,11.0,5.7,45.8,8.3,11687.94,1978.4,16.93,45.11,148.3,-0.8,100.2,8.5,167.74,Indumentaria,7000000.0,89828.37,0.7,0.016109385468055303,0.04183655357675853,0.6739611682229509,,,,3.1750227894257064,33790.734471968186,2023-10-23,930.1129032258065,36.32971261314144
ALMACÉN DE PIJAMAS,2023,44,,23.231821052631577,0.0,30050.0,0.0,674.0,0.0,7.0,,198.50633684210527,1259.0,59.0,88.0,0.0,0.0,7.0,1161.0,5047.0,2.81,Primavera,23.231821052631577,2023-10-30,0,0,0,0,0,0,0,0,0,Ninguno,2023-10-01,11.0,5.7,45.8,8.3,11687.94,1978.4,16.93,45.11,148.3,-0.8,100.2,8.5,167.74,Indumentaria,7000000.0,89828.37,0.7,0.02242928452579035,0.0344685772294237,0.7731055258779227,,,,4.008737092930898,33790.734471968186,2023-10-30,930.1129032258065,36.32971261314144
ALMACÉN DE PIJAMAS,2023,45,,22.822318582060152,0.0,20056.0,0.0,802.0,0.0,12.0,,340.10489254171114,1534.0,76.0,120.0,0.0,0.0,12.0,1433.0,9472.0,2.75,Primavera,22.822318582060152,2023-11-06,0,0,1,0,0,0,0,0,0,Cyber Monday,2023-11-01,10.0,5.7,45.8,12.8,13184.0,2157.7,16.37,47.51,146.5,-1.2,91.2,-9.0,154.924,Indumentaria,7000000.0,89828.37,0.7,0.039988033506182685,0.028456756336733356,1.13792972587057,,,,6.17470664928292,35908.926402493504,2023-11-06,944.6666666666666,38.01227212684563
ALMACÉN DE PIJAMAS,2023,46,,21.13091919191919,0.0,29408.0,0.0,908.0,0.0,8.0,,227.0431313131313,1409.0,76.0,70.0,0.0,0.0,8.0,1314.0,6273.0,2.98,Primavera,21.13091919191919,2023-11-13,0,0,0,0,0,0,0,0,0,Ninguno,2023-11-01,10.0,5.7,45.8,12.8,13184.0,2157.7,16.37,47.51,146.5,-1.2,91.2,-9.0,154.924,Indumentaria,7000000.0,89828.37,0.7,0.0308759521218716,0.02327193743603435,0.718543226058188,,,,4.452093683463449,35908.926402493504,2023-11-13,944.6666666666666,38.01227212684563
ALMACÉN DE PIJAMAS,2023,47,,21.22070707070707,0.0,29881.0,0.0,979.0,0.0,7.0,,162.81048484848486,1426.0,72.0,62.0,0.0,0.0,7.0,1359.0,6762.0,2.83,Primavera,21.22070707070707,2023-11-20,1,0,0,0,0,0,0,0,0,Black Friday,2023-11-01,10.0,5.7,45.8,12.8,13184.0,2157.7,16.37,47.51,146.5,-1.2,91.2,-9.0,154.924,Indumentaria,7000000.0,89828.37,0.7,0.03276329440112446,0.021675900991529183,0.7101739255950963,,,,4.741935483870968,35908.926402493504,2023-11-20,944.6666666666666,38.01227212684563
ALMACÉN DE PIJAMAS,2023,48,,21.18213131313131,0.0,31995.0,0.0,893.0,0.0,4.0,,146.34560606060606,1534.0,64.0,43.0,6.0,0.0,4.0,1422.0,73575.0,2.46,Primavera,21.18213131313131,2023-11-27,0,0,0,0,0,0,0,0,0,Ninguno,2023-11-01,10.0,5.7,45.8,12.8,13184.0,2157.7,16.37,47.51,146.5,-1.2,91.2,-9.0,154.924,Indumentaria,7000000.0,89828.37,0.7,0.027910611032973903,0.023720191840012665,0.662045048074115,,,,47.96284224250326,35908.926402493504,2023-11-27,944.6666666666666,38.01227212684563
ALMACÉN DE PIJAMAS,2023,49,,22.35867218577528,0.0,27036.0,0.0,830.0,0.0,3.0,,120.25368770175987,1577.0,68.0,26.0,12.0,0.0,3.0,1463.0,101489.0,2.34,Primavera,22.35867218577528,2023-12-04,0,0,0,0,0,0,0,0,0,Ninguno,2023-12-01,17.2,5.7,45.8,25.5,16545.92,2348.8,14.2,39.81,143.4,-2.1,82.1,-10.0,77.033,Indumentaria,7000000.0,89828.37,0.7,0.0306998076638556,0.026938159259970215,0.8269963080993963,,,,64.35573874445149,42342.996590086994,2023-12-04,977.9032258064516,43.29978209773039
ALMACÉN DE PIJAMAS,2023,50,,21.201461583349545,0.0,22845.0,0.0,674.0,0.0,8.0,,247.53252830188677,1666.0,104.0,39.0,16.0,0.0,8.0,1506.0,125900.0,2.08,Primavera,21.201461583349545,2023-12-11,0,0,0,0,0,0,0,0,0,Ninguno,2023-12-01,17.2,5.7,45.8,25.5,16545.92,2348.8,14.2,39.81,143.4,-2.1,82.1,-10.0,77.033,Indumentaria,7000000.0,89828.37,0.7,0.029503173560954256,0.03145617445600823,0.9280569745392666,,,,75.5702280912365,42342.996590086994,2023-12-11,977.9032258064516,43.29978209773039
ALMACÉN DE PIJAMAS,2023,51,,19.590783018867924,0.0,16830.0,0.0,369.0,0.0,4.0,,224.47849056603775,1266.0,59.0,18.0,9.0,0.0,4.0,1131.0,81079.0,2.2600000000000002,Verano,19.590783018867924,2023-12-18,0,0,0,0,0,0,0,0,0,Ninguno,2023-12-01,17.2,5.7,45.8,25.5,16545.92,2348.8,14.2,39.81,143.4,-2.1,82.1,-10.0,77.033,Indumentaria,7000000.0,89828.37,0.7,0.021925133689839574,0.053091552896661044,1.1640393950604828,,,,64.0434439178515,42342.996590086994,2023-12-18,977.9032258064516,43.29978209773039
ALMACÉN DE PIJAMAS,2023,52,,19.88277358490566,0.0,22325.0,0.0,423.0,0.0,7.0,,244.7620566037736,1030.0,71.0,33.0,11.0,0.0,7.0,943.0,71826.0,2.23,Verano,19.88277358490566,2023-12-25,0,0,0,0,0,0,1,0,0,Navidad,2023-12-01,17.2,5.7,45.8,25.5,16545.92,2348.8,14.2,39.81,143.4,-2.1,82.1,-10.0,77.033,Indumentaria,7000000.0,89828.37,0.7,0.018947368421052633,0.0470041928721174,0.8906057596822243,,,,69.73398058252427,42342.996590086994,2023-12-25,977.9032258064516,43.29978209773039
ALMACÉN DE PIJAMAS,2024,1,,19.073900634341964,0.0,28558.0,0.0,527.0,0.0,5.0,,89.20732578795462,1027.0,52.0,17.0,8.0,0.0,5.0,950.0,70917.0,2.27,Verano,19.073900634341964,2024-01-01,0,0,0,0,0,0,0,0,0,Ninguno,2024-01-01,11.9,7.7,44.3,20.6,19954.37,2735.0,13.71,35.6,143.8,0.3,81.0,-1.3,39.486,Indumentaria,7000000.0,89828.37,0.7,0.018453673226416417,0.03619335983746103,0.6679004354066098,,,,69.05258033106135,52662.4610953076,2024-01-01,1140.0,46.19514131167333
ALMACÉN DE PIJAMAS,2024,2,,17.130327960839573,0.0,24956.0,0.0,434.0,0.0,3.0,,138.02728566972365,974.0,52.0,5.0,5.0,0.0,3.0,896.0,66996.0,2.04,Verano,17.130327960839573,2024-01-08,0,0,0,0,0,0,0,0,0,Ninguno,2024-01-01,11.9,7.7,44.3,20.6,19954.37,2735.0,13.71,35.6,143.8,0.3,81.0,-1.3,39.486,Indumentaria,7000000.0,89828.37,0.7,0.017390607469145697,0.03947080175308657,0.6864212197803964,,,,68.78439425051334,52662.4610953076,2024-01-08,1140.0,46.19514131167333
ALMACÉN DE PIJAMAS,2024,3,,17.90380341880342,0.0,23960.0,0.0,425.0,0.0,0.0,,0.0,876.0,31.0,9.0,1.0,0.0,0.0,818.0,51251.0,2.23,Verano,17.90380341880342,2024-01-15,0,0,0,0,0,0,0,0,0,Ninguno,2024-01-01,11.9,7.7,44.3,20.6,19954.37,2735.0,13.71,35.6,143.8,0.3,81.0,-1.3,39.486,Indumentaria,7000000.0,89828.37,0.7,0.017737896494156927,0.04212659627953746,0.7472372044575718,,,,58.50570776255708,52662.4610953076,2024-01-15,1140.0,46.19514131167333
ALMACÉN DE PIJAMAS,2024,4,1.0286752136752138,18.019299145299147,121.0,19022.0,12.0,361.0,6.0,2.0,172.73504273504273,117.61708547008547,888.0,72.0,12.0,5.0,6.0,2.0,836.0,56182.0,2.0500000000000003,Verano,19.04797435897436,2024-01-22,0,0,0,0,0,0,0,0,0,Ninguno,2024-01-01,11.9,7.7,44.3,20.6,19954.37,2735.0,13.71,35.6,143.8,0.3,81.0,-1.3,39.486,Indumentaria,7000000.0,89828.37,0.7,0.01897802544422248,0.049914956081161074,0.9472873065555225,0.09917355371900827,0.08572293447293448,8.501448046902594,63.26801801801802,52662.4610953076,2024-01-22,1140.0,46.19514131167333
ALMACÉN DE PIJAMAS,2024,5,12.977501787024702,18.01405166970541,5281.0,16666.0,274.0,292.0,0.0,0.0,0.0,0.0,1238.0,27.0,7.0,3.0,0.0,0.0,1161.0,75979.0,2.36,Verano,30.99155345673011,2024-01-29,0,0,0,0,0,0,0,0,0,Ninguno,2024-01-01,11.9,7.7,44.3,20.6,19954.37,2735.0,13.71,35.6,143.8,0.3,81.0,-1.3,39.486,Indumentaria,7000000.0,89828.37,0.7,0.01752070082803312,0.06169195777296373,1.0808863356357499,0.051884112857413366,0.04736314520811935,2.4573947712601214,61.37237479806139,52662.4610953076,2024-01-29,1140.0,46.19514131167333
ALMACÉN DE PIJAMAS,2024,6,13.731749293723968,41.25551697325283,9347.0,35302.0,519.0,1335.0,27.69,22.0,941.1935976984742,804.0035193767111,2261.0,283.0,62.0,28.0,27.69,22.0,2113.0,168261.0,2.16,Verano,54.9872662669768,2024-02-05,0,0,0,0,0,0,0,0,0,Ninguno,2024-02-01,7.2,7.7,44.3,13.2,22588.35,3099.2,13.72,36.04,143.7,-0.1,80.6,-0.6,32.549,Indumentaria,7000000.0,89828.37,0.7,0.03781655430287236,0.03090300896872871,1.1686453167880808,0.05552583716700546,0.026458091124708996,1.4691076595403838,74.41884122069881,56956.20345380379,2024-02-05,1108.448275862069,51.38372686764068
ALMACÉN DE PIJAMAS,2024,7,11.554296296296297,41.029583333333335,9252.0,38951.0,562.0,1924.0,16.0,13.0,330.0773148148148,613.3462962962963,2494.0,169.0,56.0,23.0,16.0,13.0,2320.0,172285.0,2.18,Verano,52.583879629629635,2024-02-12,0,1,0,0,0,0,0,1,0,Carnaval | San Valentin,2024-02-01,7.2,7.7,44.3,13.2,22588.35,3099.2,13.72,36.04,143.7,-0.1,80.6,-0.6,32.549,Indumentaria,7000000.0,89828.37,0.7,0.04939539421324228,0.021325147262647264,1.0533640556939061,0.06074362300043234,0.020559246078819034,1.2488430929849004,69.07979149959904,56956.20345380379,2024-02-12,1108.448275862069,51.38372686764068
ALMACÉN DE PIJAMAS,2024,8,19.276324074074076,39.23657407407407,13211.0,26420.0,814.0,1531.0,3.0,2.0,30.787037037037038,43.86666666666667,2828.0,96.0,18.0,5.0,3.0,2.0,2650.0,180095.0,2.33,Verano,58.512898148148146,2024-02-19,0,0,0,0,0,0,0,0,0,Ninguno,2024-02-01,7.2,7.7,44.3,13.2,22588.35,3099.2,13.72,36.04,143.7,-0.1,80.6,-0.6,32.549,Indumentaria,7000000.0,89828.37,0.7,0.05794852384557154,0.0256280692841764,1.4851087840300559,0.061615320566194835,0.02368098780598781,1.4591116549900898,63.682814710042436,56956.20345380379,2024-02-19,1108.448275862069,51.38372686764068
ALMACÉN DE PIJAMAS,2024,9,24.162656849060117,46.07909254606365,15294.0,32900.0,1014.0,1766.0,23.71,7.0,1205.080672808487,452.4716638749302,2728.0,89.0,31.0,12.0,23.71,7.0,2579.0,173211.0,2.21,Verano,70.24174939512376,2024-02-26,0,0,0,0,0,0,0,0,0,Ninguno,2024-02-01,7.2,7.7,44.3,13.2,22588.35,3099.2,13.72,36.04,143.7,-0.1,80.6,-0.6,32.549,Indumentaria,7000000.0,89828.37,0.7,0.05367781155015198,0.026092351385087004,1.400580320549047,0.0663005100039231,0.02382905014700209,1.5798781776552973,63.493768328445746,56956.20345380379,2024-02-26,1108.448275862069,51.38372686764068
ALMACÉN DE PIJAMAS,2024,10,20.1543925562457,42.896331304928424,15649.0,30530.0,1046.0,1445.0,17.0,10.0,469.81159383173014,382.1334536369161,2845.0,116.0,58.0,17.0,17.0,10.0,2629.0,192754.0,2.4,Verano,63.05072386117412,2024-03-04,0,0,0,0,0,0,0,0,0,Ninguno,2024-03-01,10.9,7.7,44.3,11.0,25073.07,3417.3,13.63,36.68,142.8,-0.6,80.3,-0.4,18.266,Indumentaria,7000000.0,89828.37,0.7,0.047330494595479854,0.029686042425556003,1.4050550705839642,0.06684133171448654,0.019268061717252104,1.2879029047380472,67.7518453427065,60570.81938170522,2024-03-04,1008.2258064516129,60.076640564161316
ALMACÉN DE PIJAMAS,2024,11,23.915459212376934,37.026735818096576,17443.0,30603.0,1147.0,1177.0,31.0,14.0,1066.6771296296297,780.3902100328177,3049.0,159.0,52.0,17.0,31.0,14.0,2843.0,185917.0,2.36,Verano,60.94219503047351,2024-03-11,0,0,0,0,0,0,0,0,0,Ninguno,2024-03-01,10.9,7.7,44.3,11.0,25073.07,3417.3,13.63,36.68,142.8,-0.6,80.3,-0.4,18.266,Indumentaria,7000000.0,89828.37,0.7,0.03846028167173153,0.031458569089291906,1.2099054281637935,0.06575703720690249,0.02085044395150561,1.3710634186995891,60.976385700229585,60570.81938170522,2024-03-11,1008.2258064516129,60.076640564161316
ALMACÉN DE PIJAMAS,2024,12,28.395416666666666,32.903814814814815,22647.0,26584.0,1558.0,753.0,3.0,2.0,81.3638888888889,101.1327037037037,3012.0,58.0,12.0,6.0,3.0,2.0,2845.0,142065.0,2.48,Otoño,61.299231481481485,2024-03-18,0,0,0,0,0,0,0,0,0,Ninguno,2024-03-01,10.9,7.7,44.3,11.0,25073.07,3417.3,13.63,36.68,142.8,-0.6,80.3,-0.4,18.266,Indumentaria,7000000.0,89828.37,0.7,0.028325308456214265,0.043696965225517685,1.2377300186132567,0.06879498388307502,0.01822555626872058,1.2538268497667093,47.16633466135458,60570.81938170522,2024-03-18,1008.2258064516129,60.076640564161316
ALMACÉN DE PIJAMAS,2024,13,30.782944444444446,57.802787037037035,23363.0,55091.0,1074.0,1368.0,10.08,8.0,286.96450000000004,226.77738888888888,3186.0,93.0,17.0,14.0,10.08,8.0,2995.0,160791.0,2.49,Otoño,88.58573148148147,2024-03-25,0,0,0,0,0,0,0,0,1,Semana Santa,2024-03-01,10.9,7.7,44.3,11.0,25073.07,3417.3,13.63,36.68,142.8,-0.6,80.3,-0.4,18.266,Indumentaria,7000000.0,89828.37,0.7,0.024831642192009583,0.0422534992960797,1.04922377588058,0.04597012369986731,0.028661959445479,1.31759382118925,50.46798493408663,60570.81938170522,2024-03-25,1008.2258064516129,60.076640564161316
ALMACÉN DE PIJAMAS,2024,14,35.16956288456169,64.93222133174748,24931.0,80744.0,838.0,2054.0,24.34,11.0,1556.1794675207564,754.8832605249906,4058.0,195.0,27.0,15.0,24.34,11.0,3767.0,228794.0,2.29,Otoño,100.10178421630917,2024-04-01,0,0,0,0,0,0,0,0,0,Ninguno,2024-04-01,9.6,7.6,44.8,8.8,27279.5,3764.2,13.8,37.17,141.0,-1.3,80.9,0.7,16.25,Indumentaria,7000000.0,89828.37,0.7,0.025438422669176657,0.03161257124233081,0.8041739489218701,0.03361277124864626,0.041968452129548556,1.410675981090277,56.3809758501725,64255.68316490481,2024-04-01,1007.8333333333334,63.75625913501386
ALMACÉN DE PIJAMAS,2024,15,27.6649130129046,48.62473949242067,19912.0,47267.0,727.0,1513.0,14.98,11.0,565.4131613908149,774.7657961380236,4509.0,155.0,25.0,21.0,14.98,11.0,4276.0,253302.0,2.06,Otoño,76.28965250532528,2024-04-08,0,0,0,0,0,0,0,0,0,Ninguno,2024-04-01,9.6,7.6,44.8,8.8,27279.5,3764.2,13.8,37.17,141.0,-1.3,80.9,0.7,16.25,Indumentaria,7000000.0,89828.37,0.7,0.0320096473226564,0.0321379639738405,1.0287248924708714,0.03651064684612294,0.03805352546479312,1.3893588294950079,56.176979374584164,64255.68316490481,2024-04-08,1007.8333333333334,63.75625913501386
ALMACÉN DE PIJAMAS,2024,16,40.9089906542056,58.513364485981306,22649.0,48580.0,1020.0,1712.0,38.739999999999995,12.0,2180.5187943925234,840.1529719626169,4388.0,126.0,33.0,23.0,38.739999999999995,12.0,4097.0,230946.0,2.23,Otoño,99.42235514018691,2024-04-15,0,0,0,0,0,0,0,0,0,Ninguno,2024-04-01,9.6,7.6,44.8,8.8,27279.5,3764.2,13.8,37.17,141.0,-1.3,80.9,0.7,16.25,Indumentaria,7000000.0,89828.37,0.7,0.03524083985179086,0.03417836710629749,1.2044743615887465,0.0450351008874564,0.04010685358255451,1.8062161973687847,52.63126709206928,64255.68316490481,2024-04-15,1007.8333333333334,63.75625913501386
ALMACÉN DE PIJAMAS,2024,17,29.045196261682243,58.890775700934576,20324.0,45140.0,869.0,1477.0,28.36,7.0,1808.2968504672897,629.7139719626168,3973.0,93.0,13.0,11.0,28.36,7.0,3759.0,183136.0,2.3200000000000003,Otoño,87.93597196261682,2024-04-22,0,0,0,0,0,0,0,0,0,Ninguno,2024-04-01,9.6,7.6,44.8,8.8,27279.5,3764.2,13.8,37.17,141.0,-1.3,80.9,0.7,16.25,Indumentaria,7000000.0,89828.37,0.7,0.032720425343376165,0.0398718860534425,1.3046250709112666,0.04275733123400905,0.0334237011066539,1.4291082592837159,46.095142209916936,64255.68316490481,2024-04-22,1007.8333333333334,63.75625913501386
ALMACÉN DE PIJAMAS,2024,18,27.56306904178803,71.94608696166809,21183.0,55273.0,995.0,2086.0,32.01,10.0,1090.8471014159759,597.5883059970168,4884.0,117.0,15.0,14.0,32.01,10.0,4635.0,234594.0,2.34,Otoño,99.50915600345611,2024-04-29,0,0,0,0,0,0,0,0,0,Ninguno,2024-04-01,9.6,7.6,44.8,8.8,27279.5,3764.2,13.8,37.17,141.0,-1.3,80.9,0.7,16.25,Indumentaria,7000000.0,89828.37,0.7,0.0377399453621117,0.03448997457414577,1.3016497559688833,0.04697162819241845,0.02770157692642013,1.3011881717314842,48.033169533169534,64255.68316490481,2024-04-29,1007.8333333333334,63.75625913501386
ALMACÉN DE PIJAMAS,2024,19,31.620036534298016,221.68916960728004,24007.0,189636.0,1063.0,5419.0,14.530000000000001,14.0,653.2268068376694,758.086968621973,7673.0,187.0,41.0,21.0,14.530000000000001,14.0,7203.0,352558.0,2.73,Otoño,253.30920614157804,2024-05-06,0,0,0,0,0,0,0,0,0,Ninguno,2024-05-01,3.5,7.6,44.8,4.2,28425.24,4077.3,14.34,38.3,142.6,1.1,81.4,0.7,26.583,Indumentaria,7000000.0,89828.37,0.7,0.028575797844291168,0.04090960871143754,1.169024708427092,0.044278752030657724,0.02974603625051554,1.3171173630315332,45.947869151570444,66271.81480128132,2024-05-06,1115.483870967742,59.410822985532704
ALMACÉN DE PIJAMAS,2024,20,39.975816425120776,455.74117874396137,20314.0,103284.0,1003.0,2445.0,113.97,85.0,5250.040579710145,5415.594434782608,12859.0,644.0,227.0,164.0,113.97,85.0,11904.0,751104.0,2.25,Otoño,495.71699516908217,2024-05-13,0,0,0,0,0,1,0,0,0,Hot Sale,2024-05-01,3.5,7.6,44.8,4.2,28425.24,4077.3,14.34,38.3,142.6,1.1,81.4,0.7,26.583,Indumentaria,7000000.0,89828.37,0.7,0.023672592076217032,0.1863972101202296,4.412505119321109,0.049374815398247514,0.039856247682074554,1.9678948717692615,58.41076288980481,66271.81480128132,2024-05-13,1115.483870967742,59.410822985532704
ALMACÉN DE PIJAMAS,2024,21,29.17985507246377,82.28377777777777,18005.0,34330.0,980.0,1502.0,56.67,8.0,3797.453082125604,688.6901256038648,4510.0,163.0,24.0,17.0,56.67,8.0,4139.0,251442.0,2.25,Otoño,111.46363285024154,2024-05-20,0,0,0,0,0,0,0,0,0,Ninguno,2024-05-01,3.5,7.6,44.8,4.2,28425.24,4077.3,14.34,38.3,142.6,1.1,81.4,0.7,26.583,Indumentaria,7000000.0,89828.37,0.7,0.043751820565103405,0.054782808107708234,2.396847590380943,0.05442932518744793,0.029775362318840582,1.6206528782262577,55.75210643015521,66271.81480128132,2024-05-20,1115.483870967742,59.410822985532704
ALMACÉN DE PIJAMAS,2024,22,33.969683415267404,102.4654047543042,19212.0,43703.0,1087.0,1364.0,55.79,17.0,2625.026641724659,1067.2783238204686,4052.0,186.0,49.0,35.0,55.79,17.0,3776.0,247208.0,2.06,Otoño,136.4350881695716,2024-05-27,0,0,0,0,0,0,0,0,0,Ninguno,2024-05-01,3.5,7.6,44.8,4.2,28425.24,4077.3,14.34,38.3,142.6,1.1,81.4,0.7,26.583,Indumentaria,7000000.0,89828.37,0.7,0.03121067203624465,0.07512126448262771,2.344585148715287,0.05657922132000833,0.031250858707697705,1.7681492512631378,61.00888450148075,66271.81480128132,2024-05-27,1115.483870967742,59.410822985532704
ALMACÉN DE PIJAMAS,2024,23,32.29882424585254,111.37651888429698,17058.0,47226.0,1035.0,1384.0,91.56,36.0,4412.561999515672,2090.414844725451,3907.0,211.0,71.0,51.0,91.56,36.0,3629.0,264876.0,2.06,Otoño,143.67534313014954,2024-06-03,0,0,0,0,0,0,0,0,0,Ninguno,2024-06-01,2.7,7.6,44.8,4.6,29732.8,4329.8,14.56,37.23,143.4,0.6,81.2,-0.2,42.231,Indumentaria,7000000.0,89828.37,0.7,0.02930589082285182,0.08047436335570592,2.3583729065408248,0.060675342947590576,0.031206593474253665,1.893470761276383,67.7952393140517,68168.91445482246,2024-06-03,1282.8333333333333,53.13933827841169
ALMACÉN DE PIJAMAS,2024,24,35.03476066032534,115.49537438378826,16803.0,52457.0,1022.0,1302.0,73.01,13.0,3690.0113731127653,734.0588464957265,3462.0,162.0,45.0,37.0,73.01,13.0,3227.0,216421.0,2.16,Otoño,150.5301350441136,2024-06-10,0,0,0,0,1,0,0,0,0,Dia del Padre,2024-06-01,2.7,7.6,44.8,4.6,29732.8,4329.8,14.56,37.23,143.4,0.6,81.2,-0.2,42.231,Indumentaria,7000000.0,89828.37,0.7,0.024820329031397144,0.08870612471873138,2.2017152026190643,0.060822472177587336,0.034280587730259625,2.0850300934550576,62.51328711727325,68168.91445482246,2024-06-10,1282.8333333333333,53.13933827841169
ALMACÉN DE PIJAMAS,2024,25,35.48685576923077,94.8845576923077,19936.0,47491.0,1102.0,1594.0,28.85,11.0,1826.5057980769232,1031.39625,3193.0,89.0,26.0,15.0,28.85,11.0,3018.0,166257.0,2.38,Invierno,130.37141346153845,2024-06-17,0,0,0,0,0,0,0,0,0,Ninguno,2024-06-01,2.7,7.6,44.8,4.6,29732.8,4329.8,14.56,37.23,143.4,0.6,81.2,-0.2,42.231,Indumentaria,7000000.0,89828.37,0.7,0.03356425427975827,0.05952607132516167,1.9979481942327533,0.055276886035313,0.03220222846572665,1.7800389129830845,52.0692139054181,68168.91445482246,2024-06-17,1282.8333333333333,53.13933827841169
ALMACÉN DE PIJAMAS,2024,26,30.527701923076926,92.98418269230768,18423.0,45387.0,969.0,1368.0,30.39,13.0,1722.0689519230768,1323.7747115384616,3121.0,93.0,18.0,17.0,30.39,13.0,2959.0,167092.0,2.38,Invierno,123.51188461538462,2024-06-24,0,0,0,0,0,0,0,0,0,Ninguno,2024-06-01,2.7,7.6,44.8,4.6,29732.8,4329.8,14.56,37.23,143.4,0.6,81.2,-0.2,42.231,Indumentaria,7000000.0,89828.37,0.7,0.030140789212770178,0.06797089378092667,2.0486963820545023,0.052597296857189384,0.03150433634992459,1.6570429312857258,53.537968599807755,68168.91445482246,2024-06-24,1282.8333333333333,53.13933827841169
ALMACÉN DE PIJAMAS,2024,27,36.90384487832109,96.74191973131654,24950.0,54592.0,1327.0,1694.0,33.3,12.0,2027.3185736051742,1366.4680067579595,3769.0,113.0,28.0,20.0,33.3,12.0,3553.0,187529.0,2.45,Invierno,133.64576460963764,2024-07-01,0,0,0,0,0,0,0,0,0,Ninguno,2024-07-01,1.6,6.9,45.0,4.0,30922.11,4653.3,15.05,39.1,146.9,2.4,82.7,1.8,54.114,Indumentaria,7000000.0,89828.37,0.7,0.03103018757327081,0.05710857126996254,1.7720896785484421,0.053186372745490984,0.0278099810688177,1.479112019171186,49.755638100291854,70184.16713649819,2024-07-01,1426.1290322580646,49.213055445180814
ALMACÉN DE PIJAMAS,2024,28,28.518660374561062,94.82808543113539,23666.0,50457.0,1265.0,1604.0,42.67,13.0,2440.9385335544284,1276.0309006632854,3499.0,104.0,28.0,22.0,42.67,13.0,3286.0,184277.0,2.47,Invierno,123.34674580569646,2024-07-08,0,0,0,0,0,0,0,0,0,Ninguno,2024-07-01,1.6,6.9,45.0,4.0,30922.11,4653.3,15.05,39.1,146.9,2.4,82.7,1.8,54.114,Indumentaria,7000000.0,89828.37,0.7,0.03178944447747587,0.05911975400943603,1.8793841376049982,0.05345220992140624,0.022544395553012696,1.2050477636508519,52.665618748213774,70184.16713649819,2024-07-08,1426.1290322580646,49.213055445180814
