empresa,anio_iso,semana_iso,Fecha,periodo_m,tc_prom_mes,cpm_GADS,invest_GADS,Índice Estimador Mensual de Actividad Económica,IPC Prendas de vestir y calzado,Tasa de desocupación abierta,Índice de Confianza del Consumidor,invest_total_paid,evt_Dia de la Madre,Brecha Cambiaria (%),revenue_GADS,evt_Carnaval,bounce_rate_GA,evt_Navidad,average_sessions_durations_GA,Variación IPC (%) General,transactions_GADS,Índice Ventas en Supermercados y Shoppings,ticket_est_m,Ticket_promedio_num,evt_San Valentin,Variación Ventas en Supermercados y Shoppings,evt_Cyber Monday,evt_Hot Sale,evt_Dia del Padre,impressions_GADS,Variación Estimador Mensual de Actividad Económica,cpm_META,Costo_fijo_num,impressions_META,Margen_pct,evt_Semana Santa,evt_Black Friday,invest_META,ticket_usd,revenue_META,Salario real,transactions_GA,Ticket_promedio_usd,Costo_fijo_usd,ticket_est_usd,invest_META_usd,invest_GADS_usd,revenue_META_usd,revenue_GADS_usd,ticket_usd_original,invest_META_pesos,invest_GADS_pesos,revenue_META_pesos,revenue_GADS_pesos
ALMACÉN DE PIJAMAS,2024,3,2024-01-15,2024-01-01,1140.0,,,143.8,11.9,7.7,35.6,17.90380341880342,0,39.486,,0,2.23,0,58.50570776255708,20.6,0.0,81.0,52662.4610953076,89828.37,0,-1.3,0,0,0,0.0,0.3,0.7472372044575718,7000000.0,23960.0,0.7,0,0,17.90380341880342,78.79681578947368,0.0,13.71,1.0,78.79681578947368,6140.350877192983,46.19514131167333,17.90380341880342,,0.0,,78.79681578947368,17.90380341880342,,0.0,
ALMACÉN DE PIJAMAS,2024,4,2024-01-22,2024-01-01,1140.0,8.501448046902594,1.0286752136752138,143.8,11.9,7.7,35.6,19.04797435897436,0,39.486,172.73504273504273,0,2.0500000000000003,0,63.26801801801802,20.6,6.0,81.0,52662.4610953076,89828.37,0,-1.3,0,0,0,121.0,0.3,0.9472873065555224,7000000.0,19022.0,0.7,0,0,18.019299145299147,78.79681578947368,117.61708547008548,13.71,5.0,78.79681578947368,6140.350877192983,46.19514131167333,18.019299145299147,1.0286752136752138,117.61708547008548,172.73504273504273,78.79681578947368,18.019299145299147,1.0286752136752138,117.61708547008548,172.73504273504273
ALMACÉN DE PIJAMAS,2024,5,2024-01-29,2024-01-01,1140.0,2.4573947712601214,12.977501787024702,143.8,11.9,7.7,35.6,30.99155345673011,0,39.486,0.0,0,2.36,0,61.37237479806139,20.6,0.0,81.0,52662.4610953076,89828.37,0,-1.3,0,0,0,5281.0,0.3,1.08088633563575,7000000.0,16666.0,0.7,0,0,18.01405166970541,78.79681578947368,0.0,13.71,3.0,78.79681578947368,6140.350877192983,46.19514131167333,18.01405166970541,12.977501787024702,0.0,0.0,78.79681578947368,18.01405166970541,12.977501787024702,0.0,0.0
ALMACÉN DE PIJAMAS,2024,6,2024-02-05,2024-02-01,1108.448275862069,1.4691076595403838,13.731749293723968,143.7,7.2,7.7,36.04,54.9872662669768,0,32.549,941.1935976984742,0,2.16,0,74.41884122069881,13.2,27.69,80.6,56956.20345380379,89828.37,0,-0.6,0,0,0,9347.0,-0.1,1.1686453167880808,7000000.0,35302.0,0.7,0,0,41.25551697325283,81.03974895006998,804.0035193767111,13.72,28.0,81.03974895006998,6315.134546585783,51.38372686764068,41.25551697325283,13.731749293723968,804.0035193767111,941.1935976984742,81.03974895006998,41.25551697325283,13.731749293723968,804.0035193767111,941.1935976984742
ALMACÉN DE PIJAMAS,2024,7,2024-02-12,2024-02-01,1108.448275862069,1.2488430929849004,11.554296296296297,143.7,7.2,7.7,36.04,52.58387962962964,0,32.549,330.0773148148148,1,2.18,0,69.07979149959904,13.2,16.0,80.6,56956.20345380379,89828.37,1,-0.6,0,0,0,9252.0,-0.1,1.053364055693906,7000000.0,38951.0,0.7,0,0,41.029583333333335,81.03974895006998,613.3462962962963,13.72,23.0,81.03974895006998,6315.134546585783,51.38372686764068,41.029583333333335,11.554296296296297,613.3462962962963,330.0773148148148,81.03974895006998,41.029583333333335,11.554296296296297,613.3462962962963,330.0773148148148
ALMACÉN DE PIJAMAS,2024,8,2024-02-19,2024-02-01,1108.448275862069,1.4591116549900898,19.27632407407408,143.7,7.2,7.7,36.04,58.51289814814815,0,32.549,30.78703703703704,0,2.33,0,63.68281471004244,13.2,3.0,80.6,56956.20345380379,89828.37,0,-0.6,0,0,0,13211.0,-0.1,1.485108784030056,7000000.0,26420.0,0.7,0,0,39.23657407407407,81.03974895006998,43.86666666666667,13.72,5.0,81.03974895006998,6315.134546585783,51.38372686764068,39.23657407407407,19.27632407407408,43.86666666666667,30.78703703703704,81.03974895006998,39.23657407407407,19.27632407407408,43.86666666666667,30.78703703703704
ALMACÉN DE PIJAMAS,2024,9,2024-02-26,2024-02-01,1108.448275862069,1.5798781776552973,24.16265684906012,143.7,7.2,7.7,36.04,70.24174939512376,0,32.549,1205.080672808487,0,2.21,0,63.49376832844575,13.2,23.71,80.6,56956.20345380379,89828.37,0,-0.6,0,0,0,15294.0,-0.1,1.400580320549047,7000000.0,32900.0,0.7,0,0,46.07909254606365,81.03974895006998,452.4716638749302,13.72,12.0,81.03974895006998,6315.134546585783,51.38372686764068,46.07909254606365,24.16265684906012,452.4716638749302,1205.080672808487,81.03974895006998,46.07909254606365,24.16265684906012,452.4716638749302,1205.080672808487
ALMACÉN DE PIJAMAS,2024,10,2024-03-04,2024-03-01,1008.2258064516128,1.2879029047380472,20.1543925562457,142.8,10.9,7.7,36.68,63.05072386117412,0,18.266,469.8115938317301,0,2.4,0,67.7518453427065,11.0,17.0,80.3,60570.81938170522,89828.37,0,-0.4,0,0,0,15649.0,-0.6,1.4050550705839642,7000000.0,30530.0,0.7,0,0,42.89633130492842,89.0954877619581,382.1334536369161,13.63,17.0,89.0954877619581,6942.889137737962,60.07664056416132,42.89633130492842,20.1543925562457,382.1334536369161,469.8115938317301,89.0954877619581,42.89633130492842,20.1543925562457,382.1334536369161,469.8115938317301
ALMACÉN DE PIJAMAS,2024,11,2024-03-11,2024-03-01,1008.2258064516128,1.3710634186995891,23.91545921237693,142.8,10.9,7.7,36.68,60.94219503047351,0,18.266,1066.6771296296297,0,2.36,0,60.97638570022959,11.0,31.0,80.3,60570.81938170522,89828.37,0,-0.4,0,0,0,17443.0,-0.6,1.2099054281637935,7000000.0,30603.0,0.7,0,0,37.026735818096576,89.0954877619581,780.3902100328177,13.63,17.0,89.0954877619581,6942.889137737962,60.07664056416132,37.026735818096576,23.91545921237693,780.3902100328177,1066.6771296296297,89.0954877619581,37.026735818096576,23.91545921237693,780.3902100328177,1066.6771296296297
ALMACÉN DE PIJAMAS,2024,12,2024-03-18,2024-03-01,1008.2258064516128,1.253826849766709,28.395416666666662,142.8,10.9,7.7,36.68,61.299231481481485,0,18.266,81.3638888888889,0,2.48,0,47.16633466135458,11.0,3.0,80.3,60570.81938170522,89828.37,0,-0.4,0,0,0,22647.0,-0.6,1.2377300186132567,7000000.0,26584.0,0.7,0,0,32.903814814814815,89.0954877619581,101.1327037037037,13.63,6.0,89.0954877619581,6942.889137737962,60.07664056416132,32.903814814814815,28.395416666666662,101.1327037037037,81.3638888888889,89.0954877619581,32.903814814814815,28.395416666666662,101.1327037037037,81.3638888888889
