THETA_META,ALPHA_META,THETA_GADS,ALPHA_GADS,R2_TRAIN,R2_VALID,R2_TEST,MEJORA_VALID_PP,MEJORA_TEST_PP
0.5,1.2,0.2,1.0,0.884989738033636,0.9201778812182799,0.834965232872756,0.013460377298846193,0.01031777565446701
